1,5000,0.0006814170360565186
2,10000,0.000736350679397583
3,15000,0.0007321911811828613
4,20000,0.0007689284324645996
5,25000,0.0007719624996185303
6,30000,0.0007684503078460693
7,35000,0.000768597936630249
8,40000,0.0007723287582397461
9,45000,0.000778263235092163
10,50000,0.0007816053390502929
11,55000,0.0008423223018646241
12,60000,0.0008053592681884766
13,65000,0.0008430148601531982
14,70000,0.0008715694427490234
15,75000,0.0008012972354888916
16,80000,0.0008199872970581054
17,85000,0.0008007729530334472
18,90000,0.0007992625713348388
19,95000,0.0008106719970703125
20,100000,0.0007974479198455811
