1,5000,3.811049151647091
2,10000,3.738911485983431
3,15000,3.7725783039562404
4,20000,3.7796502383105457
5,25000,3.765391615065932
6,30000,3.7579649645984174
7,35000,3.730597209380567
8,40000,3.7684722659036516
9,45000,3.75934753947556
10,50000,3.7437382237404586
11,55000,3.7490046636857093
12,60000,3.752881838092208
13,65000,3.740587321650982
14,70000,3.7149258992791174
15,75000,3.7074832866877316
16,80000,3.6861159019313754
17,85000,3.68788782595098
18,90000,3.7123978386532515
19,95000,3.7363127622492613
20,100000,3.719632762051374
