epoch,step,min,max,mean,std
1,5000,-0.42052575945854187,0.016102677211165428,-0.034043651074171066,0.06333282589912415
2,10000,-0.01292111724615097,0.4069293439388275,0.033183395862579346,0.05986349657177925
3,15000,-0.0536075122654438,0.08769404143095016,0.007622085977345705,0.022732682526111603
4,20000,-0.23741962015628815,0.015715869143605232,-0.018185485154390335,0.03452179208397865
5,25000,-0.017147159203886986,0.529676079750061,0.05528894439339638,0.09242276847362518
6,30000,-0.10238099098205566,0.0937221571803093,-0.006448774598538876,0.02390456199645996
7,35000,-0.031532172113657,0.22441059350967407,0.02389596216380596,0.04223001375794411
8,40000,-0.016679946333169937,0.25824931263923645,0.022981207817792892,0.042414795607328415
9,45000,-0.06247083097696304,0.1272081434726715,0.008135839365422726,0.025855625048279762
10,50000,-0.24141153693199158,0.07349152863025665,-0.024091580882668495,0.0525614395737648
11,55000,-0.13827916979789734,0.05297037959098816,-0.011175256222486496,0.022756371647119522
12,60000,-0.34199175238609314,0.013257170096039772,-0.03804722800850868,0.06576937437057495
13,65000,-0.161955326795578,0.11821413040161133,-0.00023348270042333752,0.027662556618452072
14,70000,-0.028690997511148453,0.17396458983421326,0.015314837917685509,0.03052101843059063
15,75000,-0.21599484980106354,0.03157778084278107,-0.022111326456069946,0.041980843991041183
16,80000,-0.0745057612657547,0.1405297964811325,0.01490668673068285,0.030699172988533974
17,85000,-0.1435907483100891,0.17977340519428253,-0.003403511829674244,0.039655644446611404
18,90000,-0.11783933639526367,0.5118398070335388,0.03707386553287506,0.09935560077428818
19,95000,-0.17405423521995544,0.038294438272714615,-0.018647901713848114,0.03467699885368347
20,100000,-0.09266049414873123,0.0837949886918068,0.00332096079364419,0.022809116169810295
