1,5000,3.7966007646739484
2,10000,3.7388485666945575
3,15000,3.7725716144531964
4,20000,3.7796495359495283
5,25000,3.765391577050835
6,30000,3.7579649644434454
7,35000,3.730597209380567
8,40000,3.7684722659036516
9,45000,3.75934753947556
10,50000,3.7437382237404586
11,55000,3.7490046636857093
12,60000,3.752881838092208
13,65000,3.740587321460247
14,70000,3.714925899088383
15,75000,3.7074832863777876
16,80000,3.6861159015499054
17,85000,3.6878878257602454
18,90000,3.7123978384863587
19,95000,3.7363127617247405
20,100000,3.719632761860639
