epoch,step,min,max,mean,std
1,5000,-0.013331366702914238,0.013295656070113182,-0.00035367824602872133,0.002246855990961194
2,10000,-0.011590433306992054,0.014653686434030533,0.00029852468287572265,0.002222584094852209
3,15000,-0.013000743463635445,0.011466256342828274,0.0001541146484669298,0.0016322258161380887
4,20000,-0.010672041215002537,0.013825198635458946,-9.76934315986e-05,0.0015143990749493241
5,25000,-0.02368253469467163,0.021723469719290733,0.0004647469031624496,0.0036253214348107576
6,30000,-0.014956428669393063,0.012290222570300102,-0.00015853455988690257,0.0018303379183635116
7,35000,-0.015271909534931183,0.013451104052364826,9.142208000412211e-05,0.001990370685234666
8,40000,-0.010391680523753166,0.009999589994549751,5.513729411177337e-05,0.0016819745069369674
9,45000,-0.018030287697911263,0.013993080705404282,-0.00015427995822392404,0.001960453810170293
10,50000,-0.026013609021902084,0.017344214022159576,-0.0006077736616134644,0.0027691605500876904
11,55000,-0.016488265246152878,0.027219537645578384,0.0004446820239536464,0.0027511385269463062
12,60000,-0.017717396840453148,0.024187706410884857,-0.0004722419544123113,0.0026014286559075117
13,65000,-0.04095383733510971,0.01327906921505928,-0.000623984495177865,0.0037394610699266195
14,70000,-0.029246510937809944,0.014503784477710724,-0.0003339621180202812,0.0030311092268675566
15,75000,-0.012049307115375996,0.011577500961720943,-0.0004044546221848577,0.0016499272314831614
16,80000,-0.03034156560897827,0.018393082544207573,-0.0003036193666048348,0.0031720343977212906
17,85000,-0.033743876963853836,0.02679281122982502,-0.0006713747279718518,0.003901916090399027
18,90000,-0.04323574900627136,0.03840835392475128,0.0010306494077667594,0.004740195814520121
19,95000,-0.022619523108005524,0.05061991140246391,0.0010986900888383389,0.0050248075276613235
20,100000,-0.019650332629680634,0.012455876916646957,-0.0005022104596719146,0.002227775752544403
