1,5000,0.014448387314235152
2,10000,6.291574981696613e-05
3,15000,6.690805715152237e-06
4,20000,7.090091705322266e-07
5,25000,7.184520363807678e-08
6,30000,6.73830509185791e-09
7,35000,6.444752216339111e-10
8,40000,2.3245811462402343e-10
9,45000,8.19563865661621e-11
10,50000,3.427267074584961e-11
11,55000,2.4586915969848633e-11
12,60000,3.7997961044311526e-11
13,65000,1.8477439880371093e-10
14,70000,3.1068921089172364e-10
15,75000,5.394220352172852e-10
16,80000,5.7220458984375e-10
17,85000,3.159046173095703e-10
18,90000,4.999339580535889e-10
19,95000,6.36279582977295e-10
20,100000,1.4081597328186035e-10
