epoch,step,min,max,mean,std
1,5000,-0.06368113309144974,0.10683369636535645,0.03310053050518036,0.06719899922609329
2,10000,-0.04232215881347656,0.010658780112862587,-0.012726129963994026,0.019330767914652824
3,15000,-0.08445213735103607,0.086546391248703,0.01572379842400551,0.056373801082372665
4,20000,-0.07501518726348877,0.06166199594736099,0.0033495991956442595,0.04662640765309334
5,25000,-0.0741610899567604,0.01568433828651905,-0.02962593361735344,0.0316946804523468
6,30000,-0.07152118533849716,0.07369548082351685,0.01883777603507042,0.05304877460002899
7,35000,-0.041328199207782745,0.06742716580629349,0.0036975271068513393,0.03744274377822876
8,40000,-0.16264928877353668,0.028335442766547203,-0.0432814359664917,0.06430712342262268
9,45000,-0.13925889134407043,0.04696819931268692,-0.02346944250166416,0.063801608979702
10,50000,-0.06671717017889023,0.003532403614372015,-0.020122164860367775,0.02418590523302555
11,55000,-0.02487422153353691,0.07212398201227188,0.0219564326107502,0.031068935990333557
12,60000,-0.09481271356344223,0.07697707414627075,0.011009398847818375,0.058406032621860504
13,65000,-0.07863326370716095,0.03898369520902634,-0.01231643371284008,0.04173612594604492
14,70000,-0.029187336564064026,0.05844162777066231,0.008518604561686516,0.02955002151429653
15,75000,-0.021442826837301254,0.05243798717856407,0.012767898850142956,0.029756074771285057
16,80000,-0.04620550572872162,0.07855412364006042,0.011166254058480263,0.044604022055864334
17,85000,-0.08304301649332047,0.04336288571357727,-0.01748708449304104,0.046200599521398544
18,90000,-0.0735182836651802,0.05960091948509216,0.005347950849682093,0.04616056755185127
19,95000,-0.03183500096201897,0.10642474889755249,0.016202786937355995,0.048565953969955444
20,100000,-0.023987583816051483,0.08868826180696487,0.027541041374206543,0.03901752084493637
