epoch,step,min,max,mean,std
1,5000,-0.021466515958309174,0.015995977446436882,-0.0010818757582455873,0.007681063376367092
2,10000,-0.010418776422739029,0.017074376344680786,0.0010984890395775437,0.00586823932826519
3,15000,-0.02346145734190941,0.03219747543334961,0.0003059188893530518,0.009575285948812962
4,20000,-0.023860638961195946,0.041911594569683075,-0.0006434256792999804,0.012010619044303894
5,25000,-0.015801124274730682,0.030194904655218124,-7.309079228434712e-05,0.007971406914293766
6,30000,-0.026779595762491226,0.03508285805583,-0.0021626511588692665,0.010154216550290585
7,35000,-0.024289269000291824,0.024862239137291908,-0.000628426787443459,0.008082473650574684
8,40000,-0.025254102423787117,0.051425233483314514,0.000193668034626171,0.013526511378586292
9,45000,-0.02758501097559929,0.05589677393436432,-0.00015401147538796067,0.012800282798707485
10,50000,-0.01578034833073616,0.04475909098982811,0.0010677592363208532,0.009719167836010456
11,55000,-0.02699575200676918,0.045033447444438934,-0.001343942480161786,0.008772446773946285
12,60000,-0.04449737071990967,0.03692879527807236,-0.000740528164897114,0.011552896350622177
13,65000,-0.01172329019755125,0.046661652624607086,0.0018696653423830867,0.01187184453010559
14,70000,-0.031320005655288696,0.05823151022195816,-0.0007316736737266183,0.00939886923879385
15,75000,-0.02447916753590107,0.06558141112327576,-0.001019118120893836,0.007726898416876793
16,80000,-0.02932434156537056,0.060126617550849915,0.002277726773172617,0.013997613452374935
17,85000,-0.014489971101284027,0.06146567314863205,0.005401898641139269,0.016822699457406998
18,90000,-0.02581426501274109,0.06757964193820953,0.0016006340738385916,0.0116826007142663
19,95000,-0.04262436181306839,0.053894590586423874,-0.000973535527009517,0.01467971783131361
20,100000,-0.05050729215145111,0.016324913129210472,-0.001002185046672821,0.01002201996743679
