1,5000,0.6872803204327822
2,10000,0.24907287942022086
3,15000,0.16583121897131203
4,20000,0.1272905315414071
5,25000,0.10371786271631718
6,30000,0.0901943708218634
7,35000,0.08015275106169284
8,40000,0.07346279373504222
9,45000,0.06732689617006109
10,50000,0.06263684142418206
11,55000,0.05963923160079867
12,60000,0.05613431689227
13,65000,0.0528491452336777
14,70000,0.05055783372344449
15,75000,0.04817285848862957
16,80000,0.04640092883107718
17,85000,0.04573963522623526
18,90000,0.04359336689573247
19,95000,0.04229999284956139
20,100000,0.04101272110179998
