1,5000,0.0007830441951751709
2,10000,0.0007714838027954101
3,15000,0.0007814767360687256
4,20000,0.000772612476348877
5,25000,0.0007742246150970459
6,30000,0.0010856283664703369
7,35000,0.002177928924560547
8,40000,0.0021839958667755127
9,45000,0.002243032121658325
10,50000,0.0021798883438110352
11,55000,0.0022024765014648437
12,60000,0.00219478063583374
13,65000,0.0021946651458740235
14,70000,0.002214479160308838
15,75000,0.0022180457592010498
16,80000,0.0021026689529418945
17,85000,0.0021663861751556397
18,90000,0.002197260046005249
19,95000,0.002032488012313843
20,100000,0.0021710253238677976
