1,5000,4.549998975241184
2,10000,4.020124683946371
3,15000,3.8852249047249554
4,20000,3.887271552473307
5,25000,3.8796897197425366
6,30000,3.8510626305371525
7,35000,3.8738513289257885
8,40000,3.8189861668527127
9,45000,3.8165846329569817
10,50000,3.824516204047203
11,55000,3.8233427140057086
12,60000,3.801131184743345
13,65000,3.848092201781273
14,70000,3.781704534560442
15,75000,3.7953110396534204
16,80000,3.8135680300295354
17,85000,3.7505993319064377
18,90000,3.75326451869905
19,95000,3.858750164681673
20,100000,3.7782349728405475
