epoch,step,min,max,mean,std
1,5000,-0.0050352453254163265,0.007518516853451729,0.0004794573178514838,0.0020915549248456955
2,10000,-0.012806404381990433,0.010501480661332607,-0.00100105837918818,0.0049475207924842834
3,15000,-0.004633497446775436,0.0054209865629673,0.00023030962620396167,0.001653122715651989
4,20000,-0.016501151025295258,0.008143516257405281,0.0002449856838211417,0.0023998511023819447
5,25000,-0.010888379998505116,0.009229344315826893,-0.0010558600770309567,0.003944550175219774
6,30000,-0.006798763759434223,0.010091334581375122,0.000431454973295331,0.00275264005176723
7,35000,-0.012606797739863396,0.018533114343881607,-5.6978053180500865e-05,0.006250924896448851
8,40000,-0.011589438654482365,0.014112326316535473,0.0009720984380692244,0.0037428901996463537
9,45000,-0.014951836317777634,0.0066049969755113125,-0.00015045409963931888,0.0034190798178315163
10,50000,-0.016399936750531197,0.019734658300876617,-0.0027813890483230352,0.005928893573582172
11,55000,-0.016135938465595245,0.02334313467144966,0.0025805355980992317,0.006279164459556341
12,60000,-0.018497560173273087,0.00887422263622284,-0.001592442044056952,0.0037627278361469507
13,65000,-0.007913174107670784,0.00684963958337903,0.00017323874635621905,0.001999735599383712
14,70000,-0.011325838975608349,0.01253066211938858,-0.0009410047205165029,0.0039775678887963295
15,75000,-0.020655661821365356,0.011595252901315689,-0.0017492815386503935,0.006475680507719517
16,80000,-0.014373148791491985,0.032389137893915176,0.00409974018111825,0.009776522405445576
17,85000,-0.025901131331920624,0.02321385219693184,-1.8111197277903557e-05,0.011134706437587738
18,90000,-0.010986407287418842,0.010363524779677391,-0.0004389890527818352,0.00442167092114687
19,95000,-0.022260652855038643,0.014273195527493954,-0.0037728622555732727,0.00668904185295105
20,100000,-0.015485644340515137,0.017671452835202217,-0.0015328567242249846,0.005322677083313465
