epoch,step,min,max,mean,std
1,5000,-0.024478420615196228,0.0601201094686985,0.007543470710515976,0.015210038051009178
2,10000,-0.3713415563106537,0.029216572642326355,-0.031083131209015846,0.06048685312271118
3,15000,-0.05032974109053612,0.05167869105935097,8.766336395638064e-05,0.010486948303878307
4,20000,-0.07094681262969971,0.044780489057302475,-0.0033732515294104815,0.01419777050614357
5,25000,-0.227960005402565,0.020824115723371506,-0.026978962123394012,0.04762731119990349
6,30000,-0.06388559937477112,0.059024300426244736,-0.0004752253880724311,0.016473188996315002
7,35000,-0.20215947926044464,0.022129163146018982,-0.026159660890698433,0.04251125827431679
8,40000,-0.008429380133748055,0.16216181218624115,0.025320325046777725,0.03939789533615112
9,45000,-0.027508294209837914,0.14778903126716614,0.01076758187264204,0.027973048388957977
10,50000,-0.19819414615631104,0.03070620819926262,-0.019374720752239227,0.039275527000427246
11,55000,-0.0447506308555603,0.17904724180698395,0.013864368200302124,0.036394670605659485
12,60000,-0.10515710711479187,0.018025334924459457,-0.009203010238707066,0.01954207941889763
13,65000,-0.04092782735824585,0.07375504076480865,0.004833517596125603,0.013976463116705418
14,70000,-0.11096134036779404,0.04510372504591942,-0.013858889229595661,0.028990941122174263
15,75000,-0.0434873066842556,0.10677335411310196,0.018176689743995667,0.030034460127353668
16,80000,-0.072937972843647,0.13563738763332367,-0.000469990394776687,0.02453061379492283
17,85000,-0.00817088969051838,0.594186007976532,0.06118639558553696,0.1094650998711586
18,90000,-0.026198390871286392,0.162321537733078,0.017691999673843384,0.03505726158618927
19,95000,-0.08022678643465042,0.07436050474643707,-0.0004937923513352871,0.025290261954069138
20,100000,-0.24721930921077728,0.006483002100139856,-0.03083937242627144,0.057466521859169006
