epoch,step,min,max,mean,std
1,5000,-0.024496013298630714,0.03258613869547844,0.0003861762525048107,0.004764704033732414
2,10000,-0.030734417960047722,0.039962247014045715,0.00030503448215313256,0.0050706686452031136
3,15000,-0.034542348235845566,0.02742764912545681,-3.4543169022072107e-05,0.00447895098477602
4,20000,-0.04557889327406883,0.04148159176111221,-0.00020083895651623607,0.005812956485897303
5,25000,-0.03770873695611954,0.031253840774297714,4.911031646770425e-05,0.005174785386770964
6,30000,-0.0727720707654953,0.09007449448108673,0.00017437453789170831,0.008306564763188362
7,35000,-0.06930993497371674,0.12374632805585861,-0.00042948301415890455,0.010828233323991299
8,40000,-0.05675508454442024,0.05006258189678192,-8.799403440207243e-05,0.00645819865167141
9,45000,-0.06479087471961975,0.07932145148515701,1.8655529856914654e-05,0.011119686998426914
10,50000,-0.10335157066583633,0.06927590072154999,5.705077637685463e-05,0.010391202755272388
11,55000,-0.13540105521678925,0.14317189157009125,-2.3752658307785168e-05,0.018272943794727325
12,60000,-0.07871555536985397,0.06450960785150528,-0.000716492417268455,0.009766586124897003
13,65000,-0.12145870178937912,0.117630735039711,0.00013424281496554613,0.013548505492508411
14,70000,-0.0869578868150711,0.11353126913309097,-0.00014016464410815388,0.012371936812996864
15,75000,-0.16690665483474731,0.18431764841079712,0.0002662805200088769,0.02604726329445839
16,80000,-0.22232969105243683,0.23745840787887573,-0.0005279346951283514,0.028605248779058456
17,85000,-0.15223413705825806,0.16496938467025757,0.0001611499028513208,0.025498230010271072
18,90000,-0.11410292983055115,0.11070255190134048,0.0004560894158203155,0.016747761517763138
19,95000,-0.25196951627731323,0.28880947828292847,8.09831399237737e-05,0.02801131084561348
20,100000,-0.11459916830062866,0.12262815237045288,0.0005674512940458953,0.0171001385897398
