1,5000,0.005174429225921631
2,10000,0.005412972021102905
3,15000,0.005192131614685059
4,20000,0.0051680573463439945
5,25000,0.004988942766189575
6,30000,0.00451491904258728
7,35000,0.005312508392333984
8,40000,0.004412642335891724
9,45000,0.004252180624008179
10,50000,0.004110252618789673
11,55000,0.004130197095870971
12,60000,0.004237124300003052
13,65000,0.004190690231323242
14,70000,0.004131971311569214
15,75000,0.004239110851287842
16,80000,0.0042404850959777834
17,85000,0.004304240274429321
18,90000,0.004177911376953125
19,95000,0.004185031318664551
20,100000,0.004191861248016357
